Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,
300071.SZ, *ST嘉信,2.01,北京,传媒,2010/4/21,-0.86,0.02,-1.13,-0.41,0.19,0.19,0.2,0.4,0.25,0.36,0.7,0.71,3.24,6.68,13.688,0,-0.66,0.28,-0.7465,-,0,10000,0,-3.32,0.4909,-0.854,-2.69,1262206469.60,0,0,0,1,1,1,1,1
300072.SZ, 三聚环保,6.2,北京,化工,2010/4/27,-0.5874,0.059,0.215,1.42,1.36,1.19,0.79,0.4,0.46,0.49,0.65,0.71,0.45,0.22,0,0,-0.1,0.55,3.3272,-,0,10000,50.8224,-1.19,1.6159,2.8922,1.86,12923461661.00,0,0,0,1,0,1,0,0
300073.SZ, 当升科技,75.48,北京,化工,2010/4/27,0.8813,-0.4787,0.7545,0.6834,0.5425,0.0783,-0.16,0.0606,0.093,-0.0046,0.47,0.6687,0.5697,0.4018,0,0,0.39,0,8.401,是,1,195.7,0,-181.8,2.246,-4.969,8.98,20744067202.74,0,0,1,1,0,1,0,0
300074.SZ, 华平股份,3.89,上海,计算机,2010/4/27,0.0428,0.0346,0.0276,0.064,0.1334,0.0635,0.094,0.465,0.816,0.506,1.32,1.463,0.919,0.801,0,1,0.04,0.46,2.1592,-,0,111.14,0,-0.92,1.8588,-16.0613,1.8,1922014440.00,0,0,0,1,0,1,0,0
300075.SZ, 数字政通,12.69,北京,计算机,2010/4/27,0.35,0.31,0.28,0.42,0.34,0.32,0.63,0.75,0.84,0.62,1,0.98,0.72,0.46,0,1,0.31,0.74,6.4415,是,1,40.5,13.1951,-0.58,3.7359,-1.8392,1.97,4942960764.30,0,0,1,1,0,1,0,0
300076.SZ, GQY视讯,5.3,浙江,电子,2010/4/30,0.04,0.04,0.04,-0.25,-0.05,0.02,0.09,0.07,0.31,0.29,0.53,1.32,1.01,0.71,0,0,0.04,0.16,2.4333,-,0,132.5,0,-0.74,10.8025,-4.0082,2.18,1785040000.00,0,0,1,1,0,1,0,0
300077.SZ, 国民技术,27.34,广东,电子,2010/4/30,0.02,0.19,-2.26,-0.88,0.18,0.31,0.04,0.02,0.2,0.4,1.77,1.44,0.36,0.21,0,0,-0.68,0.09,2.1514,-,0,10000,0,-8.88,1.5478,2.268,12.71,3814086600.00,0,0,0,1,0,1,0,0
300078.SZ, 思创医惠,6.66,浙江,计算机,2010/4/30,0.12,0.18,0.18,0.16,0.45,0.34,0.47,0.51,0.42,0.56,1.38,1.2,2.77,2.09,0,1,0.16,0.47,3.3884,是,1,41.63,10.602,-0.66,2.0916,3.0237,1.97,5685950987.64,0,0,1,1,0,1,0,0
300079.SZ, 数码视讯,9.46,北京,计算机,2010/4/30,0.0541,0.0497,0.0598,0.0265,0.1666,0.16,0.27,0.4,0.8,0.9117,1.45,1.17,1.03,0.91,0,1,0.05,0.49,2.7393,-,0,173.47,20.451,-0.89,4.8836,-1.713,3.45,5573134561.80,0,0,1,1,0,1,0,0
300080.SZ, 易成新能,6.11,河南,机械设备,2010/6/25,-0.0225,0.2975,-0.5857,-2.0368,0.0409,0.0127,0.0912,0.1984,-0.1712,0.4463,1.18,0.93,0.73,0.21,0,0,-0.1,0.04,2.3165,-,0,10000,0,-3.62,1.093,8.884,2.64,9843788997.79,0,0,0,1,0,1,0,0
300081.SZ, 恒信东方,8.04,北京,通信,2010/5/20,-0.9763,0.1068,0.3739,0.1889,0.0356,0.08,0.08,-0.41,0.48,0.23,0.38,0.83,0.55,0.37,0,0,-0.17,0.05,3.8134,-,0,10000,0,-4.3,2.6387,5.6363,2.11,4841794565.40,0,0,1,1,0,1,0,0
300082.SZ, 奥克股份,17.55,辽宁,化工,2010/5/20,0.59,0.51,0.48,0.31,0.11,-0.31,0.27,0.24,0.37,0.65,1.19,2.15,1.24,0.55,0,0,0.53,0.29,4.8234,是,1,33.32,70.0548,0.8,1.2511,6.1918,3.64,6324913260.00,0,0,0,1,0,1,0,0
300083.SZ, 创世纪,15.19,广东,电子,2010/5/20,-0.49,0.01,-2.01,0.32,0.09,-2.12,0.37,0.63,0.48,0.33,0.84,0.93,0.54,0.5,0,0,-0.83,0.49,1.4439,-,0,10000,0,-2.68,0.9623,-0.0423,10.52,17248098282.70,0,0,0,1,0,1,0,0
300084.SZ, 海默科技,5.2,甘肃,机械设备,2010/5/20,-1.5529,0.0898,0.1714,0.0335,0.0205,0.0321,0.3093,0.1758,0.0249,0.1468,0.2953,0.6003,0.454,0.4474,0,0,-0.43,0.17,3.3177,-,0,10000,16.7061,-3.53,1.6232,1.0756,1.57,1519824665.10,0,0,0,1,0,1,0,0
300085.SZ, 银之杰,15.31,广东,计算机,2010/5/26,0.0295,0.007,0.0506,0.0321,0.1182,0.1387,0.1125,0.1199,0.1503,0.1736,0.6321,0.6505,0.4964,0.5255,0,1,0.03,0.13,1.9324,是,1,527.32,0,-0.77,1.809,142.9065,7.92,10769201753.40,0,0,0,1,0,1,0,0
300086.SZ, 康芝药业,5.42,海南,医药生物,2010/5/26,0.0208,-0.0588,0.0297,0.1115,0.1026,0.1518,0.1969,0.0743,0.1167,0.0141,1.56,1.3,0.66,0.51,0,0,0,0.13,3.3388,是,1,10000,0,-1.02,1.2207,2.237,1.62,3141000000.00,0,0,0,1,0,1,0,0
300087.SZ, 荃银高科,32.63,安徽,农林牧渔,2010/5/26,0.32,0.22,0.16,0.15,0.1,0.0699,0.033,0.07,0.21,0.2,0.69,0.88,0.68,0.4,0,1,0.23,0.1,1.5693,是,1,139.84,0,1.24,1.1952,1.4347,20.79,9622180387.56,0,0,0,1,0,1,0,0
300088.SZ, 长信科技,7.11,安徽,电子,2010/5/26,0.34,0.35,0.31,0.24,0.3,0.21,0.32,0.54,0.62,0.61,1.04,0.64,0.5,0.5,0,1,0.33,0.49,2.8468,是,1,21.33,28.7665,-0.32,1.6751,-74.2614,2.5,18705973588.74,0,0,0,1,0,1,0,0
300089.SZ, 文化长城,5.18,广东,传媒,2010/6/25,-0.49,0.02,0.43,0.17,0.35,0.08,0.06,0.02,0.14,0.38,0.37,0.6,0.45,0.41,0,1,-0.01,0.07,0.2111,-,0,10000,0,-1.18,0.2792,-0.2749,24.54,2905583494.80,0,0,0,1,0,1,0,0
300090.SZ, 盛运退,0,安徽,-,2010/6/25,0,-1.5083,-2.3583,-0.9988,0.0902,0.6985,0.542,0.65,0.33,0.28,0.48,0.5452,0.5315,0.4391,0,0,-1.29,0.51,0,-,0,10000,0,-3.54,0.4329,0,#DIV/0!,158394350.64,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!
300091.SZ, 金通灵,5.43,江苏,机械设备,2010/6/25,0.0477,0.0903,0.0884,0.2341,0.09,0.16,0.07,0.01,-0.08,0.29,0.8245,0.87,0.579,0.303,0,1,0.08,0,2.0112,是,1,71.95,11.0689,-999,1.1282,0.8463,2.7,5524799233.94,0,0,0,1,0,1,0,0
300092.SZ, 科新机电,13.16,四川,机械设备,2010/7/8,0.3454,0.1888,0.0295,0.0255,0.14,-0.18,0.12,-0.32,0.06,0.29,0.42,0.54,0.53,0.5,0,0,0.19,-0.05,2.8333,是,1,70.04,9.532,-5.03,1.8774,2.3165,4.64,1924587690.00,0,0,0,1,0,1,0,0
300093.SZ, 金刚玻璃,21.17,广东,建筑材料,2010/7/8,-0.61,-0.41,0.07,0.08,0.02,0.02,0.09,0.05,0.13,0.21,0.43,0.46,0.43,0.44,0,0,-0.32,0.09,2.3565,-,0,10000,0,-4.52,1.2428,1.9372,8.98,4142880000.00,0,0,0,1,0,1,0,0
300094.SZ, 国联水产,3.97,广东,农林牧渔,2010/7/8,-0.29,-0.54,0.29,0.18,0.12,0.0644,0.64,0.161,-0.6406,0.033,0.29,0.4,0.32,0.3,0,0,-0.18,0.05,2.2089,-,0,10000,0,-4.37,1.4066,1.2663,1.8,3650648495.55,0,0,0,1,0,1,0,0
300095.SZ, 华伍股份,13.23,江西,机械设备,2010/7/28,0.4426,0.2106,-0.2642,0.1368,0.1306,0.1682,0.2049,0.6568,0.3124,0.1655,0.51,0.82,0.49,1.12,0,0,0.13,0.39,3.6101,是,1,102.03,9.4976,-0.67,1.4435,1.6669,3.66,3684856609.42,0,0,0,1,0,1,0,0
300096.SZ, 易联众,7.38,福建,计算机,2010/7/28,0.027,0.024,0.034,0.042,0.025,0.05,0.109,0.23,0.33,0.5,0.44,0.49,0.37,0.22,0,1,0.03,0.22,1.669,是,1,260.47,20.465,-0.87,1.2699,-758.4947,4.42,3186300000.00,0,0,0,1,0,1,0,0
300097.SZ, 智云股份,11.09,辽宁,机械设备,2010/7/28,0.13,-2.52,0.43,0.62,0.63,0.43,0.18,0.21,0.05,0.23,0.53,0.6343,0.4563,0,0,0,-0.65,0.15,4.7064,-,0,10000,0,-5.45,1.2933,1.4652,2.36,2074672120.11,0,0,0,1,0,1,0,0
300098.SZ, 高新兴,4.09,广东,通信,2010/7/28,-0.63,-0.67,0.31,0.38,0.295,0.1873,0.7,0.3,-0.23,0.34,0.69,1.15,0.8,0.65,0,0,-0.33,0.26,1.9101,-,0,10000,0,-2.29,1.6382,171.2861,2.14,7196558938.80,0,0,0,1,0,1,0,0
300099.SZ, 精准信息,10.17,山东,机械设备,2010/8/6,0.1783,0.0958,0.1456,0.1539,0.054,0.11,0.023,0.33,0.94,0.83,1.76,1.56,1.22,1.42,0,1,0.14,0.43,2.6595,-,0,72.69,156.1935,-0.68,4.5286,-15.7115,3.82,4551226439.10,0,0,1,1,0,1,0,0
300100.SZ, 双林股份,10.79,浙江,汽车,2010/8/6,0.2,-2.04,-0.1,0.46,0.82,0.62,0.47,0.37,0.78,0.97,1.31,0.74,0.61,0.66,0,0,-0.65,0.54,4.38,-,0,10000,0,-2.2,0.9394,0.6624,2.46,3996444438.02,0,0,0,1,0,1,0,0
300101.SZ, 振芯科技,32.03,四川,国防军工,2010/8/6,0.1444,0.0082,0.0291,0.0549,0.072,0.14,0.19,-0.06,0.09,0.34,0.95,0.76,0.6,0.94,0,0,0.06,0.07,1.8184,-,0,528.84,0,-0.17,2.4364,-8.1392,17.61,8577462600.00,0,0,1,1,0,1,0,0
300102.SZ, 乾照光电,8.97,福建,电子,2010/8/12,-0.35,-0.4,0.25,0.3,0.07,-0.15,0.19,0.36,0.37,0.6,1.39,0.95,0.75,0.25,0,0,-0.17,0.31,3.3224,-,0,10000,0,-1.54,0.9216,0.8374,2.7,4781961882.36,0,0,0,1,0,1,0,0
300103.SZ, 达刚控股,11.64,陕西,机械设备,2010/8/12,0.2026,0.1565,0.0605,0.2047,0.1117,0.1778,0.2381,0.3,0.25,0.56,0.96,0.94,0.81,0.62,0,1,0.14,0.26,3.3326,是,1,83.22,0,-0.47,1.7032,2.7474,3.49,3083905710.00,0,0,0,1,0,1,0,0
300104.SZ, 乐视退,0,北京,-,2010/8/12,0,-2.8272,-1.0266,-3.4815,0.29,0.3,0.43,0.31,0.46,0.6,0.84,0.59,0.57,0.29,0,0,-1.28,0.4,0,-,0,10000,0,-4.21,0,0,#DIV/0!,718099234.56,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!
300105.SZ, 龙源技术,5.84,山东,电气设备,2010/8/20,0.0191,0.0272,0.0163,0.0311,-0.3205,-0.0932,0.33,0.67,0.74,1.1,1.43,1.33,1.09,1.03,0,0,0.02,0.58,3.6216,是,1,279.87,734.0547,-0.96,5.3026,-1.8462,1.61,2140110720.00,0,0,1,1,0,1,0,0
300106.SZ, 西部牧业,11.07,新疆,农林牧渔,2010/8/20,0.06,-0.27,0.09,-1.74,-0.26,0.14,0.14,0.23,0.27,0.33,0.35,0.35,0.29,0.13,0,0,-0.04,0.21,2.7357,-,0,10000,0,-1.19,1.272,18.9435,4.05,2081623253.50,0,0,0,1,0,1,0,0
300107.SZ, 建新股份,6.27,河北,化工,2010/8/20,0.0825,0.5867,1.1798,0.1598,0.042,0.041,0.15,0.27,0.09,0.16,0.94,0.84,0.45,0.21,0,1,0.62,0.17,2.6869,是,1,10.17,101.2881,2.63,11.2951,-1.7756,2.33,2805860575.98,0,1,1,1,0,1,0,0
300108.SZ, 吉药控股,3.81,吉林,医药生物,2010/8/25,-0.57,-2.66,0.33,0.32,0.37,0.38,0.31,0.2,0.22,0.4,0.56,0.6,0.34,0.32,0,0,-0.97,0.24,0.0473,-,0,10000,0,-4.97,0.4426,-0.2948,80.55,1938102701.34,0,0,0,1,0,1,0,0
300109.SZ, 新开源,16.19,河南,化工,2010/8/25,0.14,0.45,0.41,0.55,0.47,0.43,0.26,0.18,0.17,0.35,0.77,0.67,0.5,0.78,0,1,0.33,0.2,9.5297,是,1,48.57,5.2619,0.64,1.0895,1.2885,1.7,4241895746.79,0,0,0,1,0,1,0,0
300110.SZ, 华仁药业,4.25,山东,医药生物,2010/8/25,0.08,0.036,0.0337,0.0396,0.0363,0.03,0.08,0.28,0.44,0.41,0.43,0.4,0.31,0.23,0,1,0.05,0.27,1.9105,是,1,85.17,28.1036,-0.81,1.5132,5.3467,2.22,5485468236.48,0,0,0,1,0,1,0,0
300111.SZ, 向日葵,3.12,浙江,电气设备,2010/8/27,0.05,-0.1,-1.02,0.02,0.03,0.08,0.03,0.04,-0.7,0.07,0.53,0.25,0.23,0.16,0,0,-0.36,-0.21,0.1341,-,0,10000,0,0.7,2.04,-0.8825,23.27,3057054000.00,0,0,1,1,0,1,0,0
300112.SZ, 万讯自控,12.8,广东,机械设备,2010/8/27,0.32,0.22,0.2,0.17,0.1,0.05,0.09,0.21,0.15,0.23,0.52,0.49,0.37,0.32,0,1,0.25,0.15,3.7191,是,1,51.89,53.4838,0.64,3.0394,-4.132,3.44,2268838214.84,0,0,1,1,0,1,0,0
300113.SZ, 顺网科技,10.4,浙江,传媒,2010/8/27,0.13,0.13,0.46,0.74,0.76,0.97,0.54,0.78,0.7,0.48,0.91,0.71,1.27,0.7,0,1,0.24,0.67,3.5147,是,1,43.33,150.6549,-0.64,3.1232,-2.0372,2.96,8602218903.60,0,0,1,1,0,1,0,0
300114.SZ, 中航电测,19.6,陕西,机械设备,2010/8/27,0.45,0.36,0.26,0.22,0.26,0.38,0.45,0.3,0.4,0.51,0.76,0.65,0.48,0.29,0,1,0.36,0.38,3.2276,是,1,54.95,13.7772,-0.07,2.1952,-5.3689,6.07,7561734387.20,0,0,1,1,0,1,0,0
300115.SZ, 长盈精密,16.9,广东,电子,2010/9/2,0.65,0.093,0.0423,0.63,0.76,0.82,0.56,0.86,0.73,0.92,1.27,0.9,0.76,0.63,0,1,0.26,0.72,6.7337,是,1,64.56,108.5443,-0.63,1.5012,3.0619,2.51,18315672669.00,0,0,0,1,0,1,0,0
300116.SZ, 保力新,2.54,陕西,电气设备,2010/9/2,-0.04,0.07,-1.61,-1.51,0.57,0.0707,0.0357,0.03,-0.16,0.14,0.36,0.36,0.31,0.5,0,0,-0.53,-0.03,0.0928,-,0,10000,0,15.76,1.9662,-3.6538,27.37,8348111259.15,0,0,0,1,0,1,0,0
300117.SZ, 嘉寓股份,5.06,北京,建筑材料,2010/9/2,0.11,0.04,0.08,0.09,0.11,0.21,0.15,0.28,0.25,0.27,0.76,0.86,0.95,0.87,0,1,0.08,0.23,2.033,是,1,66,8.4241,-0.66,1.2037,0.7121,2.49,2365308000.00,0,0,0,1,0,1,0,0
300118.SZ, 东方日升,20.93,浙江,电气设备,2010/9/2,0.19,1.11,0.26,0.77,1.02,0.4898,0.1135,0.14,-0.86,0.15,1.8974,0.893,0.6,0.186,0,1,0.52,-0.2,9.367,是,1,40.25,17.8418,-3.57,0.9674,1.0229,2.23,11753733630.64,0,0,0,1,0,1,0,0
300119.SZ, 瑞普生物,22.7,天津,农林牧渔,2010/9/17,1.0055,0.4894,0.2941,0.2593,0.3368,0.28,0.07,0.78,0.75,0.77,1.37,1.1,0.82,0.84,0,1,0.6,0.53,6.0707,是,1,38.07,51.4967,0.12,1.8294,6.1394,3.74,11843685742.27,0,0,0,1,0,1,0,0
300120.SZ, 经纬辉开,10.17,天津,电子,2010/9/17,0.1713,0.3306,0.3486,0.255,0.0766,0.0326,0.024,0.1959,0.1234,0.36,0.5742,0.4864,0.2868,0.1956,0,1,0.28,0.11,5.3557,是,1,35.87,33.8098,1.48,1.5637,2.6316,1.9,3827301142.56,0,0,0,1,0,1,0,0
300121.SZ, 阳谷华泰,12.03,山东,化工,2010/9/17,0.34,0.47,1.01,0.71,0.55,0.14,0.1,0.11,0.11,0.14,0.59,0.6184,0.3902,0.3334,0,1,0.61,0.11,4.4146,是,1,19.83,62.9783,4.69,1.8971,7.2518,2.73,4981749055.68,0,0,0,1,0,1,0,0
300122.SZ, 智飞生物,164.16,重庆,医药生物,2010/9/28,2.0633,1.479,0.9071,0.27,0.02,0.25,0.19,0.33,0.54,0.49,0.69,0.64,0.53,0.42,0,1,1.48,0.35,5.1554,是,1,110.68,33.8061,3.2,1.6925,4.9248,31.84,321360000000.00,1,0,0,1,0,1,0,0
300123.SZ, 亚光科技,10.74,湖南,国防军工,2010/9/28,0.03,0.28,0.28,0.26,0.06,0.05,0.08,0.44,0.4,0.32,0.45,0.5,0.44,0.45,0,1,0.2,0.31,5.0664,-,0,54.61,10.8102,-0.36,1.4097,1.7806,2.12,8121504433.38,0,0,0,1,0,1,0,0
300124.SZ, 汇川技术,75.1,广东,电气设备,2010/9/28,1.21,0.58,0.71,0.65,0.58,1.02,0.84,1.42,0.82,1.57,2.51,1.27,0.69,0.61,0,1,0.83,1.03,6.1856,是,1,90.12,32.518,-0.19,2.0924,10.6924,12.14,146004520056.00,1,0,1,1,0,1,0,0
300125.SZ, 聆达股份,15.47,辽宁,公用事业,2010/10/13,-0.21,0.06,0.21,-2.24,-0.53,0.07,0.12,0.18,0.12,0.44,1.39,1.07,0.95,0.62,0,0,0.02,0.14,2.6958,-,0,773.5,0,-0.86,0.7319,3.1412,5.74,3913469926.30,0,0,0,1,0,1,0,0
300126.SZ, 锐奇股份,8.12,上海,机械设备,2010/10/13,0.04,0.03,-0.15,0.01,0.02,0.025,0.2041,0.3857,0.3462,0.4899,0.7914,0.6997,0.5402,0.3697,0,0,-0.03,0.31,3.3641,是,1,10000,32.8742,-1.09,3.9883,-53.6066,2.41,1927091184.00,0,0,1,1,0,1,0,0
300127.SZ, 银河磁体,24.4,四川,有色金属,2010/10/13,0.46,0.46,0.48,0.6,0.37,0.29,0.22,0.34,0.48,0.89,0.41,0.34,0.26,0.26,0,1,0.47,0.35,4.0034,是,1,52.29,76.6929,0.35,17.5423,-2.1283,6.09,5134795660.40,0,0,1,1,0,1,0,0
300128.SZ, 锦富技术,3.91,江苏,电子,2010/10/13,0.0204,0.0135,-0.7526,0.07,0.08,0.04,0.18,0.24,0.72,0.5,1.02,0.7,0.57,1.57,0,0,-0.24,0.38,1.1172,-,0,10000,0,-1.63,1.0349,1.4069,3.5,3741874709.04,0,0,0,1,0,1,0,0
300129.SZ, 泰胜风能,8.33,上海,电气设备,2010/10/19,0.485,0.2136,0.0146,0.21,0.3,0.26,0.3,0.24,0.18,0.25,1.15,0.93,0.83,2.57,0,1,0.24,0.24,3.5995,是,1,35.04,46.8116,-0.01,1.7192,2.2327,2.31,4537857045.36,0,0,0,1,0,1,0,0
300130.SZ, 新国都,9.62,广东,计算机,2010/10/19,0.18,0.51,0.52,0.29,0.6,0.37,0.7,0.48,0.53,0.66,1.15,0.93,0.71,0,0,1,0.4,0.57,4.9606,是,1,23.85,50.0668,-0.29,3.859,-1.288,1.94,6388916450.68,0,0,1,1,0,1,0,0
300131.SZ, 英唐智控,9.36,广东,电子,2010/10/19,0.25,0.03,0.13,0.13,0.19,0.08,0.11,-0.04,0.18,0.2,0.85,0.83,0.52,0,0,0,0.14,0.08,1.351,-,0,68.49,0,0.64,1.7977,1.038,6.93,7732676059.98,0,0,0,1,0,1,0,0
300132.SZ, 青松股份,14.28,福建,化工,2010/10/26,0.892,0.958,1.0374,0.2455,0.0848,0.0282,0.1353,0.18,0.28,0.1858,0.8,0.57,0.41,0.34,0,1,0.96,0.2,6.0676,是,1,14.84,15.3892,3.85,2.1359,4.0615,2.35,10899856694.60,0,1,1,1,0,1,0,0
300133.SZ, 华策影视,5.57,浙江,传媒,2010/10/26,0.23,-0.83,0.12,0.36,0.27,0.47,0.61,0.44,0.56,0.8,2.15,1.46,1.53,1.05,0,0,-0.16,0.54,3.1619,是,1,10000,-1.7951,-1.3,2.4597,-12.7403,1.76,11881710631.25,0,0,1,1,0,1,0,0
300134.SZ, 大富科技,9.38,安徽,通信,2010/10/26,0.05,-0.46,0.03,-0.67,0.18,0.15,1.39,0.17,-0.6,0.59,1.98,1.3,0.66,0.36,0,0,-0.13,0.32,6.5551,-,0,10000,0,-1.4,3.7796,-6.8279,1.43,6884457113.82,0,0,1,1,1,1,1,0
300135.SZ, 宝利国际,2.81,江苏,化工,2010/10/26,0.004,0.0429,0.045,0.04,0.03,0.026,0.124,0.186,0.28,0.36,1.21,0.97,0.66,0.48,0,1,0.03,0.2,1.3602,是,1,91.73,23.3301,-0.84,1.4681,3.3674,2.07,2073600000.00,0,0,0,1,0,1,0,0
300136.SZ, 信维通信,23.2,广东,电子,2010/11/5,1.0027,1.0491,1.0069,0.9081,0.5551,0.3912,0.2313,-0.4865,0.0457,0.5658,0.913,0.7079,0.418,0.078,0,0,1.02,-0.07,5.7373,是,1,22.75,4.7487,-15.6,1.6912,3.1886,4.04,25834082634.60,0,0,0,1,0,1,0,0
300137.SZ, 先河环保,7.35,河北,公用事业,2010/11/5,0.25,0.48,0.47,0.55,0.31,0.25,0.22,0.3,0.3,0.26,0.49,0.4,0.34,0.15,0,1,0.4,0.27,3.7584,是,1,18.38,20.7644,0.46,4.6434,-2.6223,1.96,3851717524.50,0,0,1,1,0,1,0,0
300138.SZ, 晨光生物,14.71,河北,农林牧渔,2010/11/5,0.5275,0.3769,0.2833,0.3899,0.3538,0.3835,0.1246,0.0584,0.328,0.8357,0.8996,0.8997,0.7699,0.3179,0,1,0.4,0.17,3.8054,是,1,37.16,12.4388,1.32,2.0423,0.9091,3.87,8220702681.13,0,0,1,1,0,1,0,0
300139.SZ, 晓程科技,9.54,北京,电子,2010/11/12,-0.36,-0.42,0.02,-0.69,0.1,0.13,0.54,0.6,0.76,1.45,1.42,1.55,1.13,1.03,0.49,0,-0.25,0.63,3.4768,-,0,10000,0,-1.4,5.7759,-9.1965,2.74,2249540000.00,0,0,1,1,0,1,0,0
300140.SZ, 中环装备,7.27,陕西,公用事业,2010/11/12,-1.1469,-0.0807,0.0865,0.22,0.2613,0.0274,0.0697,0.07,0.1,0.33,1.06,1.07,0.87,0.52,0,0,-0.38,0.08,4.0106,-,0,10000,0,-5.76,1.368,0.689,1.81,2431018655.88,0,0,0,1,0,1,0,0
300141.SZ, 和顺电气,12.38,江苏,电气设备,2010/11/12,-0.23,0.02,0.03,0.02,0.18,0.14,0.31,0.38,0.46,0.68,0.81,0.79,0.9,0.88,0,1,-0.06,0.38,2.6258,-,0,10000,60.2567,-1.16,2.1271,-20.9058,4.71,2467758312.00,0,0,1,1,0,1,0,0
300142.SZ, 沃森生物,81.58,云南,医药生物,2010/11/12,0.6434,0.0923,0.6805,-0.3494,0.05,-0.6,0.61,0.27,1.29,1.38,2,0.94,0.77,1.11,0,0,0.47,0.72,4.2327,是,1,172.81,0,-0.35,3.3617,-2.7255,19.27,87113419703.64,1,0,1,1,0,1,0,0
300143.SZ, 盈康生命,16.52,山东,医药生物,2010/12/9,0.22,-1.29,0.09,0.43,0.22,0.07,-1.99,-1.11,0.04,0.4,0.82,0.42,0.25,0.29,0,0,-0.33,-1.02,3.442,-,0,10000,0,-0.68,5.0899,-3.7281,4.8,14204734261.20,0,0,1,1,0,1,0,0
300144.SZ, 宋城演艺,14.53,浙江,休闲服务,2010/12/9,-0.6702,0.9223,0.89,0.73,0.62,0.45,0.65,0.55,0.46,0.6,1.26,0.7,0.53,0.38,0,0,0.38,0.55,2.8349,是,1,38.17,21.6841,-0.31,2.7583,-6.058,5.13,50855799078.00,1,0,1,1,0,1,0,0
300145.SZ, 中金环境,3.54,浙江,机械设备,2010/12/9,-1.03,0.01,0.22,0.49,0.77,1.08,0.75,1.1,0.84,0.68,1.12,0.76,0.46,0.38,0,1,-0.27,0.9,1.4665,-,0,10000,206.4859,-1.3,1.1146,0.1281,2.41,5308689531.36,0,0,0,1,0,1,0,0
300146.SZ, 汤臣倍健,26.99,广东,食品饮料,2010/12/15,0.96,-0.24,0.69,0.52,0.37,0.89,0.72,1.28,1.28,1.7,2.25,1.45,0.89,9.33,0,0,0.47,1.09,4.3855,是,1,57.43,-160.077,-0.57,2.1672,-6.3833,6.15,52474072187.26,1,0,1,1,0,1,0,0
300147.SZ, 香雪制药,7.2,广东,医药生物,2010/12/15,0.15,0.13,0.09,0.1,0.1,0.28,0.39,0.4,0.36,0.34,0.81,0.63,0.44,0.38,0,1,0.12,0.38,5.4674,-,0,58.38,39.7676,-0.68,0.8495,0.5379,1.32,4715507031.55,0,0,0,1,1,1,1,0
300148.SZ, 天舟文化,3.17,湖南,传媒,2010/12/15,-1.1,0.04,-1.32,0.16,0.44,0.42,0.39,0.13,0.15,0.34,0.55,0.36,0.27,0.62,0,0,-0.79,0.22,2.7766,-,0,10000,0,-4.55,3.2992,-4.6206,1.14,2639320864.44,0,0,1,1,1,1,1,0
300149.SZ, 睿智医药,13.89,广东,医药生物,2010/12/22,0.31,0.28,0.35,0.14,0.15,0.14,0.13,0.2,0.18,0.21,0.68,0.65,1.41,2,0,1,0.31,0.17,4.858,是,1,44.33,0,0.84,1.168,0.3294,2.86,6876930033.92,0,0,0,1,0,1,0,0
300150.SZ, 世纪瑞尔,4.32,北京,计算机,2010/12/22,-0.16,0.18,0.15,0.09,0.17,0.21,0.46,0.24,0.51,0.71,0.63,0.53,0.46,0.41,0,0,0.06,0.4,3.2402,-,0,76.24,55.954,-0.86,4.2169,-5.9786,1.33,2164892396.10,0,0,1,1,1,1,1,0
300151.SZ, 昌红科技,29.82,广东,机械设备,2010/12/22,0.38,0.12,0.11,0.07,0.06,0.06,0.26,0.35,0.34,0.34,0.81,0.57,0.5,0.49,0,1,0.2,0.32,2.075,是,1,146.66,0,-0.36,3.0228,-8.4936,14.37,15075000000.00,0,0,1,1,0,1,0,0
300152.SZ, 科融环境,4.59,河北,公用事业,2010/12/29,0.0182,0.0142,-0.6674,0.05,-0.18,0.04,0.18,0.19,0.29,0.64,0.78,0.78,0.45,0.23,0,0,-0.21,0.22,0.9335,-,0,10000,0,-1.96,1.714,13.5722,4.92,2409264000.00,0,0,0,1,0,1,0,0
300153.SZ, 科泰电源,12.07,上海,电气设备,2010/12/29,-0.5327,0.0103,0.0564,0.0905,0.15,0.13,0.2,0.13,0.08,0.25,0.85,0.74,0.54,0.77,0,1,-0.16,0.14,2.3612,-,0,10000,290.7305,-2.14,2.0601,10.9649,5.11,2163200000.00,0,0,1,1,0,1,0,0
300154.SZ, 瑞凌股份,7.44,广东,机械设备,2010/12/29,0.15,0.25,0.24,0.19,0.16,0.18,0.5,0.42,0.37,0.5,1.05,0.61,0.62,0.55,0,1,0.21,0.43,3.5222,是,1,34.88,80.0736,-0.5,5.8859,-1.581,2.11,2631610880.00,0,0,1,1,0,1,0,0
